state,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07
Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,11.0,14.0,15.0,25.0,38.0,42.0,49.0,63.0,74.0,91.0,110.0,118.0,128.0,141.0,149.0,160.0,171.0,185.0,191.0,213.0,226.0,235.0,246.0,257.0,272.0,277.0,285.0,293.0,300.0,309.0,314.0,319.0,321.0,329.0,335.0,337.0,339.0,339.0,341.0,345.0,351.0,355.0,355.0,364.0,365.0,368.0,370.0,371.0,372.0,374.0,377.0,378.0,379.0,381.0,383.0,384.0,389.0,390.0,394.0,398.0,401.0,401.0,404.0,404.0,406.0,410.0,410.0,411.0,413.0,414.0,427.0,432.0,435.0,463.0,470.0,490.0,508.0,518.0,529.0,541.0,549.0,567.0,578.0,598.0,616.0,630.0,656.0,665.0,668.0,681.0,701.0,713.0,729.0,750.0,761.0,767.0,783.0,797.0,821.0,839.0,858.0,887.0,908.0,944.0,982.0,1020.0,1065.0,1114.0,1141.0,1168.0,1186.0,1226.0,1273.0,1323.0,1386.0,1478.0,1537.0,1580.0,1631.0,1695.0,1737.0,1799.0,1882.0,1955.0,2045.0,2139.0,2203.0,2260.0,2348.0,2533.0,2627.0,2735.0,2803.0,2887.0,2993.0,3137.0,3273.0,3331.0,3392.0,3447.0,3487.0,3542.0,3621.0,3718.0,3786.0,3835.0,3896.0,3978.0,4078.0,4162.0,4263.0,4313.0,4379.0,4452.0,4535.0,4604.0,4692.0,4758.0,4829.0,4862.0,4914.0,4998.0,5114.0,5207.0,5250.0,5286.0,5321.0,5387.0,5475.0,5594.0,5681.0,5776.0,5810.0,5843.0,5908.0,6022.0,6111.0,6214.0,6275.0,6350.0,6393.0,6443.0,6551.0,6658.0,6752.0,6860.0,6930.0,6987.0,7063.0,7194.0,7320.0,7439.0,7549.0,7663.0,7785.0,7889.0,8026.0,8167.0,8306.0,8447.0,8643.0,8790.0,8911.0,9045.0,9232.0,9462.0,9712.0,9903.0,10059.0,10214.0,10380.0,10601.0,10811.0,11021.0,11225.0,11456.0,11680.0,11919.0,12167.0,12523.0,13041.0,13391.0,13779.0,14131.0,14481.0,14858.0,15312.0,15663.0,16007.0,16390.0,16798.0,17111.0,17618.0,18221.0,18732.0,19196.0,19734.0,20221.0,20702.0,21286.0,22020.0,22662.0,23240.0,23874.0,24419.0,24909.0,25369.0,26044.0,26587.0,27085.0,27669.0,28339.0,28892.0,29554.0,30204.0,30816.0,31323.0,31834.0,32531.0,33291.0,34041.0,34963.0,35720.0,36196.0,36758.0,37342.0,37962.0,38584.0,39101.0,39738.0,40160.0,40438.0,41041.0,41418.0,41905.0,42235.0,42413.0,42563.0,43001.0,43361.0,43629.0,43629.0,43990.0,44280.0,44406.0,44581.0,44966.0,45461.0,45461.0,46262.0,46552.0,46812.0,47006.0,47334.0,47660.0,48063.0,48374.0,48624.0,48797.0,48797.0,49203.0,49535.0,49835.0,50017.0,50296.0,50447.0,50572.0,50732.0,50941.0,51204.0,51445.0,51610.0,51693.0,51778.0,51951.0,52150.0,52335.0,52470.0,52598.0,52668.0,52775.0,52956.0,53114.0,53279.0,53279.0,53279.0,53694.0,53809.0,53991.0,54134.0,54282.0,54282.0,54282.0,54282.0,54736.0,54799.0,55009.0,55198.0,55198.0,55198.0,55507.0,55560.0,55736.0,55886.0,55989.0,55989.0,55989.0,56339.0,56428.0,56605.0,56745.0,56886.0,56886.0,56886.0
Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,12.0,28.0,36.0,46.0,68.0,81.0,124.0,138.0,167.0,215.0,283.0,506.0,587.0,696.0,806.0,859.0,981.0,1077.0,1233.0,1432.0,1580.0,1796.0,1968.0,2119.0,2369.0,2769.0,2968.0,3191.0,3525.0,3734.0,3876.0,4113.0,4345.0,4530.0,4655.0,4837.0,5025.0,5231.0,5465.0,5778.0,5832.0,6137.0,6270.0,6499.0,6687.0,6842.0,7019.0,7158.0,7434.0,7725.0,8025.0,8285.0,8581.0,8898.0,9221.0,9567.0,9777.0,10009.0,10310.0,10617.0,10968.0,11216.0,11523.0,11771.0,12086.0,12376.0,12744.0,13119.0,13563.0,13938.0,14327.0,14730.0,15396.0,15843.0,16310.0,16823.0,17359.0,17903.0,18363.0,18642.0,18851.0,19072.0,19387.0,20043.0,20500.0,20925.0,21422.0,21989.0,22845.0,23710.0,24601.0,25615.0,26272.0,26912.0,27312.0,28206.0,29002.0,29549.0,30021.0,30454.0,31097.0,32064.0,33206.0,34183.0,35083.0,35441.0,37175.0,38045.0,38962.0,40111.0,41865.0,42862.0,43953.0,44878.0,45785.0,46962.0,49174.0,50508.0,51947.0,53587.0,55545.0,57255.0,59067.0,61088.0,63091.0,65234.0,67011.0,68891.0,70358.0,71813.0,74212.0,76005.0,78130.0,79294.0,81115.0,82366.0,83782.0,85762.0,87723.0,89349.0,91444.0,92661.0,93702.0,94654.0,96592.0,98301.0,98387.0,101334.0,103020.0,103851.0,104786.0,105557.0,106309.0,107580.0,108433.0,109004.0,110361.0,111478.0,112449.0,112770.0,114532.0,115060.0,116710.0,117242.0,119254.0,121023.0,122185.0,123889.0,125235.0,126058.0,127616.0,128239.0,129285.0,130393.0,131803.0,132314.0,132973.0,133606.0,134417.0,135565.0,136703.0,137646.0,138755.0,139459.0,140160.0,141087.0,141757.0,142863.0,144164.0,144962.0,145780.0,146584.0,147153.0,148206.0,150658.0,151591.0,152321.0,152983.0,153554.0,154701.0,155744.0,156698.0,158380.0,159169.0,159713.0,160477.0,161418.0,161975.0,163465.0,164526.0,165342.0,166076.0,167193.0,167977.0,169162.0,170374.0,171662.0,172626.0,173485.0,174528.0,175674.0,177064.0,180916.0,183276.0,184355.0,185322.0,186437.0,187706.0,189149.0,190496.0,192285.0,193985.0,194892.0,195929.0,197777.0,199158.0,200714.0,202482.0,203687.0,204857.0,206567.0,208637.0,210637.0,213617.0,215843.0,217822.0,219232.0,220848.0,223486.0,225910.0,228373.0,230708.0,232506.0,234080.0,236865.0,239318.0,241957.0,242874.0,244993.0,247229.0,249524.0,252900.0,256828.0,260359.0,264199.0,267589.0,269877.0,272229.0,276665.0,280187.0,284922.0,288775.0,292841.0,295631.0,297895.0,301533.0,305640.0,310335.0,315683.0,319904.0,322452.0,324832.0,329811.0,334569.0,338801.0,342426.0,343458.0,345628.0,347897.0,351804.0,356820.0,361226.0,365747.0,369458.0,371934.0,374095.0,379593.0,384184.0,389230.0,394287.0,399150.0,401900.0,404000.0,407848.0,410995.0,414583.0,417528.0,420681.0,422598.0,424028.0,426543.0,429655.0,432536.0,436087.0,439442.0,441170.0,443009.0,445909.0,449086.0,452734.0,455582.0,455582.0,459639.0,460860.0,462938.0,465056.0,467823.0,469319.0,471311.0,472423.0,473348.0,474666.0,476067.0,477570.0,478667.0,479856.0,480931.0,481605.0,482488.0,483167.0,484365.0,485212.0,485986.0,486843.0,487520.0,488973.0,490220.0,491110.0,491849.0,492683.0,493252.0,493769.0,494421.0,497154.0,498076.0,498887.0,499411.0,499819.0
Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,12.0,16.0,22.0,22.0,33.0,46.0,96.0,118.0,165.0,174.0,218.0,280.0,335.0,381.0,404.0,426.0,473.0,523.0,584.0,643.0,704.0,743.0,830.0,875.0,946.0,1000.0,1119.0,1171.0,1226.0,1280.0,1410.0,1480.0,1569.0,1620.0,1695.0,1739.0,1781.0,1923.0,2227.0,2276.0,2465.0,2741.0,2829.0,2941.0,3017.0,3111.0,3192.0,3255.0,3321.0,3372.0,3431.0,3458.0,3496.0,3568.0,3611.0,3694.0,3747.0,3747.0,4034.0,4164.0,4164.0,4236.0,4463.0,4578.0,4759.0,4813.0,4923.0,5003.0,5458.0,5612.0,5612.0,5922.0,6029.0,6180.0,6277.0,6538.0,6538.0,7013.0,7253.0,7443.0,7443.0,8067.0,8067.0,8651.0,9101.0,9426.0,9740.0,10080.0,10368.0,10816.0,11547.0,11547.0,12501.0,12917.0,13191.0,13606.0,13928.0,14631.0,15142.0,15142.0,16083.0,16678.0,17375.0,18062.0,18062.0,18740.0,19310.0,20257.0,20777.0,21197.0,22075.0,22622.0,23209.0,23209.0,24253.0,24512.0,24512.0,26052.0,26803.0,26803.0,28367.0,28939.0,29733.0,30297.0,31114.0,31762.0,31762.0,32533.0,33927.0,34655.0,35246.0,36259.0,37249.0,37249.0,38623.0,39447.0,40181.0,40968.0,41759.0,42511.0,43173.0,43173.0,44597.0,45381.0,46293.0,47028.0,48039.0,48039.0,49383.0,50028.0,50411.0,51114.0,51766.0,52392.0,51992.0,52665.0,53077.0,53487.0,54216.0,54765.0,55652.0,56199.0,56574.0,56894.0,57374.0,58023.0,58745.0,59583.0,60378.0,60856.0,61224.0,61497.0,62112.0,63504.0,64678.0,65226.0,65226.0,66280.0,66757.0,67255.0,67803.0,68983.0,69710.0,70219.0,70627.0,71357.0,72219.0,73211.0,74082.0,75160.0,75723.0,76364.0,76981.0,77963.0,79049.0,79946.0,80755.0,81242.0,82049.0,82755.0,83697.0,84821.0,85779.0,86525.0,87013.0,87430.0,88071.0,88880.0,90145.0,90145.0,92220.0,92833.0,93487.0,94167.0,95246.0,96524.0,97539.0,98422.0,99066.0,99597.0,100441.0,101596.0,102798.0,104135.0,105318.0,106115.0,106727.0,107679.0,108640.0,109712.0,110874.0,112190.0,112190.0,113641.0,114519.0,115812.0,117360.0,119230.0,120828.0,121866.0,122811.0,124235.0,126197.0,128006.0,130318.0,130318.0,133040.0,134348.0,135902.0,137617.0,139855.0,141916.0,143821.0,145173.0,146190.0,148312.0,150277.0,152625.0,153677.0,155026.0,156247.0,157359.0,159309.0,161521.0,164310.0,167137.0,169382.0,170924.0,172042.0,174325.0,176652.0,178854.0,181624.0,184252.0,185702.0,187507.0,189198.0,191504.0,194543.0,197421.0,200114.0,201650.0,203107.0,205048.0,207941.0,211145.0,213267.0,213969.0,214877.0,216528.0,219246.0,222430.0,225138.0,229442.0,231442.0,233475.0,234781.0,238888.0,242593.0,245916.0,248860.0,251746.0,255076.0,256344.0,259553.0,262020.0,264511.0,267635.0,270178.0,271154.0,272263.0,273594.0,276114.0,279220.0,281382.0,282995.0,284066.0,284702.0,287187.0,288964.0,290856.0,292563.0,294387.0,295268.0,296494.0,298004.0,300430.0,302899.0,304723.0,306064.0,306736.0,307373.0,308848.0,309940.0,311043.0,311608.0,312562.0,313028.0,313348.0,313525.0,314192.0,314445.0,314713.0,315230.0,315514.0,315759.0,316593.0,317396.0,318122.0,318638.0,319195.0,322415.0,322509.0,322949.0,323353.0,323756.0,324326.0,324653.0,324818.0
AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,5.0,5.0,5.0,6.0,9.0,9.0,9.0,12.0,12.0,18.0,20.0,28.0,44.0,65.0,104.0,152.0,265.0,357.0,450.0,577.0,736.0,873.0,919.0,1157.0,1289.0,1413.0,1598.0,1769.0,2019.0,2269.0,2456.0,2575.0,2726.0,3018.0,3112.0,3393.0,3539.0,3702.0,3806.0,3962.0,4234.0,4507.0,4719.0,4929.0,5064.0,5251.0,5459.0,5769.0,6045.0,6280.0,6526.0,6716.0,6948.0,7202.0,7648.0,7962.0,8364.0,8640.0,8919.0,9305.0,9707.0,9945.0,10526.0,10960.0,11119.0,11380.0,11736.0,12176.0,12674.0,13169.0,13631.0,13937.0,14170.0,14566.0,14897.0,15315.0,15608.0,16039.0,16339.0,16561.0,16783.0,17262.0,17763.0,18465.0,19255.0,19936.0,20123.0,21250.0,22233.0,22753.0,24332.0,25451.0,26889.0,27678.0,28296.0,29852.0,31264.0,32918.0,34458.0,35691.0,36705.0,39097.0,40924.0,43443.0,46689.0,49798.0,52390.0,54586.0,58179.0,59974.0,63030.0,66548.0,70051.0,73908.0,74533.0,79215.0,84092.0,87425.0,91858.0,94553.0,98089.0,101441.0,105094.0,108614.0,112671.0,116892.0,119930.0,122467.0,123824.0,128097.0,131354.0,134613.0,138523.0,141265.0,143624.0,145183.0,148683.0,150609.0,152944.0,156301.0,160041.0,162014.0,163827.0,165934.0,168273.0,170798.0,174010.0,177002.0,178467.0,179497.0,180505.0,182203.0,183647.0,185053.0,186107.0,186923.0,187523.0,188737.0,189443.0,190794.0,191721.0,192654.0,193537.0,194005.0,194920.0,195557.0,196280.0,196899.0,197895.0,198103.0,198414.0,199273.0,199459.0,200139.0,200658.0,201287.0,201661.0,201835.0,202342.0,202861.0,203953.0,204681.0,205516.0,205766.0,205964.0,206045.0,206541.0,207002.0,207523.0,208128.0,208512.0,208725.0,209209.0,209907.0,211660.0,212942.0,213551.0,214018.0,214251.0,214846.0,215284.0,215852.0,216367.0,216826.0,217237.0,217510.0,218184.0,218507.0,219212.0,219763.0,220399.0,220754.0,221070.0,221934.0,222538.0,223401.0,224084.0,224978.0,225575.0,226050.0,226734.0,227635.0,228748.0,229486.0,230407.0,231149.0,231897.0,232937.0,233912.0,234906.0,235882.0,236772.0,238163.0,238964.0,240122.0,241165.0,242480.0,244045.0,245946.0,247473.0,248139.0,249818.0,250633.0,252768.0,254764.0,257384.0,259264.0,259699.0,263133.0,265163.0,266562.0,269577.0,273053.0,275436.0,276912.0,279896.0,283102.0,287225.0,291696.0,295334.0,299665.0,302324.0,306868.0,310850.0,314326.0,318638.0,322774.0,325995.0,326817.0,337139.0,340979.0,346421.0,352101.0,358900.0,364276.0,365843.0,378157.0,382601.0,387529.0,394512.0,402589.0,408442.0,420248.0,424382.0,429219.0,435036.0,442671.0,448231.0,453597.0,461345.0,467215.0,473273.0,480319.0,486935.0,493041.0,494337.0,504423.0,507222.0,512489.0,520207.0,530267.0,539150.0,556384.0,561542.0,567474.0,574680.0,584593.0,596251.0,607345.0,618546.0,627541.0,636100.0,641729.0,649040.0,658186.0,666901.0,673882.0,679282.0,685699.0,690544.0,699942.0,708041.0,715357.0,722574.0,727895.0,732643.0,738561.0,743232.0,748260.0,753379.0,758404.0,762145.0,765083.0,767379.0,771796.0,775622.0,779093.0,780637.0,782887.0,787268.0,789245.0,791106.0,793532.0,795323.0,797270.0,798608.0,799740.0,801055.0,802198.0,804116.0,806163.0,807967.0,809474.0,810658.0,811968.0,812907.0,814528.0,815707.0,816782.0,817821.0,818670.0,819954.0,821108.0,823384.0,825119.0,826454.0
California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,53.0,60.0,69.0,88.0,114.0,133.0,157.0,202.0,202.0,252.0,293.0,335.0,483.0,611.0,924.0,1063.0,1279.0,1536.0,1733.0,2102.0,2355.0,3006.0,3879.0,4643.0,5708.0,6447.0,7482.0,8155.0,9191.0,10701.0,12026.0,13438.0,14336.0,15865.0,16957.0,18309.0,19472.0,20615.0,21794.0,22348.0,23338.0,24424.0,26182.0,27528.0,28963.0,30333.0,30978.0,33261.0,35396.0,37369.0,39254.0,41137.0,42164.0,43464.0,45031.0,46500.0,48917.0,50442.0,52197.0,53616.0,54937.0,56212.0,58815.0,60614.0,62512.0,64561.0,66680.0,67939.0,69382.0,71141.0,73164.0,74936.0,76793.0,78839.0,80430.0,81795.0,84057.0,86197.0,88444.0,90631.0,92710.0,94558.0,96733.0,98980.0,101697.0,103886.0,106878.0,110583.0,113006.0,115310.0,117687.0,119807.0,122901.0,126016.0,128812.0,131319.0,133489.0,136191.0,139281.0,141983.0,145643.0,148855.0,151452.0,153560.0,157015.0,161099.0,165416.0,169309.0,173824.0,178054.0,183073.0,190222.0,195571.0,200461.0,206433.0,211243.0,219252.0,228732.0,236139.0,242547.0,248235.0,257388.0,265985.0,271684.0,277774.0,289468.0,296499.0,304297.0,312344.0,320804.0,329162.0,336508.0,347634.0,356178.0,366164.0,375363.0,384692.0,391538.0,400769.0,413576.0,425616.0,435334.0,445400.0,453659.0,460550.0,466550.0,475305.0,485502.0,493588.0,500130.0,509162.0,514901.0,519427.0,524722.0,529980.0,538416.0,545787.0,554160.0,561911.0,574411.0,586056.0,593141.0,601075.0,613689.0,621562.0,628031.0,632667.0,638831.0,644751.0,650336.0,656892.0,663669.0,668615.0,673095.0,679099.0,683529.0,688858.0,693839.0,699909.0,704085.0,707797.0,712052.0,717177.0,722283.0,727239.0,732144.0,735235.0,737911.0,739527.0,742865.0,746191.0,750298.0,754923.0,757778.0,760013.0,762963.0,766201.0,769831.0,774135.0,778400.0,781694.0,784324.0,787470.0,790640.0,794040.0,798237.0,802308.0,805263.0,807425.0,810625.0,813687.0,817277.0,819436.0,823729.0,826784.0,828461.0,831225.0,834800.0,838606.0,842776.0,846579.0,850028.0,852406.0,855072.0,858401.0,861476.0,864455.0,867317.0,870791.0,874077.0,877784.0,880724.0,886865.0,892810.0,898029.0,901010.0,904198.0,908713.0,912904.0,916918.0,922005.0,926534.0,930628.0,934672.0,940010.0,944576.0,951094.0,956957.0,964639.0,971851.0,977218.0,984682.0,991609.0,998502.0,1008377.0,1019345.0,1029235.0,1037978.0,1047789.0,1059267.0,1072272.0,1087714.0,1102033.0,1110370.0,1125699.0,1144049.0,1158689.0,1171324.0,1183320.0,1198934.0,1212968.0,1225189.0,1245948.0,1264539.0,1286557.0,1311625.0,1341700.0,1366435.0,1389707.0,1420558.0,1450235.0,1485703.0,1521432.0,1551766.0,1585044.0,1617370.0,1671081.0,1723362.0,1764374.0,1807982.0,1854456.0,1892348.0,1925007.0,1964076.0,2003146.0,2042290.0,2072665.0,2122806.0,2155976.0,2187221.0,2218142.0,2245379.0,2292568.0,2345909.0,2391261.0,2420894.0,2452334.0,2482226.0,2518611.0,2568641.0,2621277.0,2670962.0,2710801.0,2747288.0,2781039.0,2816969.0,2859624.0,2900246.0,2942475.0,2973174.0,2996968.0,3019371.0,3039044.0,3062068.0,3085040.0,3109151.0,3136158.0,3153186.0,3169914.0,3186610.0,3205947.0,3224374.0,3243348.0,3258706.0,3270770.0,3281271.0,3294447.0,3308468.0,3320862.0,3335926.0,3346340.0,3354591.0,3362981.0,3371556.0,3381615.0,3391036.0,3399878.0,3406365.0,3412057.0,3416147.0,3421720.0,3428518.0,3435186.0,3441946.0,3446611.0,3450058.0,3455361.0,3460326.0,3465726.0,3470877.0,3475562.0,3479078.0,3481611.0,3484963.0,3488467.0,3493126.0,3497578.0,3501394.0
